loc_rowid,pl_hostname,pl_name,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_bmassprov,st_dist,st_disterr1,st_disterr2,st_distlim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_telescope,pl_mnum,pl_disc,rowupdate
1,11 Com,11 Com b,1,326.03000000,0.32000000,-0.32000000,0,0.231000,0.005000,-0.005000,0,,,,,Msini,93.37,1.92,-1.92,0,,,,,6165.60000,476.70000,-476.70000,0,,,,,2.16 m Telescope,0,2007,2014-05-14
2,11 UMi,11 UMi b,1,516.21997000,3.20000000,-3.20000000,0,0.080000,0.030000,-0.030000,0,,,,0,Msini,125.72,1.97,-1.97,0,,,,0,4684.81420,794.57500,-794.57500,0,,,,0,2.0 m Alfred Jensch Telescope,0,2009,2018-09-06
3,14 And,14 And b,1,185.84000000,0.23000000,-0.23000000,0,0.000000,,,0,,,,,Msini,75.59,0.71,-0.71,0,,,,,1525.50000,,,0,,,,,1.88 m Telescope,0,2008,2014-05-14
4,14 Her,14 Her b,1,1773.40002000,2.50000000,-2.50000000,0,0.370000,0.000000,0.000000,0,,,,0,Msini,17.94,0.01,-0.01,0,,,,0,1481.08780,47.67450,-47.67450,0,,,,0,10 m Keck I Telescope,0,2002,2018-09-06
5,16 Cyg B,16 Cyg B b,1,798.50000000,1.00000000,-1.00000000,0,0.680000,0.020000,-0.020000,0,,,,0,Msini,21.15,0.01,-0.01,0,,,,0,565.73740,25.42640,-25.42640,0,,,,0,Multiple Telescopes,0,1996,2018-09-06
6,18 Del,18 Del b,1,993.30000000,3.20000000,-3.20000000,0,0.080000,0.010000,-0.010000,0,,,,,Msini,76.38,0.62,-0.62,0,,,,,3273.50000,,,0,,,,,1.88 m Telescope,0,2008,2014-05-14
7,1RXS J160929.1-210524,1RXS J160929.1-210524 b,1,,,,,,,,,,,,,Mass,145.00,14.00,-14.00,0,1700,100,-100,0,3000.00000,300.00000,-300.00000,0,,,,,8.19 m Gemini North Telescope,0,2008,2015-04-01
8,24 Boo,24 Boo b,1,30.35060000,0.00780000,-0.00770000,0,0.042000,0.048000,-0.029000,0,,,,0,Msini,96.25,0.64,-0.64,0,,,,0,289.22530,41.31790,-31.78300,0,,,,0,1.88 m Telescope,0,2018,2018-04-26
9,24 Sex,24 Sex b,2,452.80000000,2.10000000,-4.50000000,0,0.090000,0.140000,-0.060000,0,,,,,Msini,72.21,0.68,-0.68,0,,,,,632.46000,82.63000,-120.77000,0,,,,,3.0 m C. Donald Shane Telescope,0,2010,2014-05-14
10,24 Sex,24 Sex c,2,883.00000000,32.40000000,-13.80000000,0,0.290000,0.160000,-0.090000,0,,,,,Msini,72.21,0.68,-0.68,0,,,,,273.32000,111.24000,-69.92000,0,,,,,3.0 m C. Donald Shane Telescope,0,2010,2014-05-14
11,2MASS J01225093-2439505,2MASS J01225093-2439505 b,1,,,,,,,,,,,,,Mass,36.00,4.00,-4.00,0,,,,,7786.50000,794.50000,-794.50000,0,,,,,10 m Keck II Telescope,0,2013,2014-05-14
12,2MASS J02192210-3925225,2MASS J02192210-3925225 b,1,,,,,,,,,,,,,Mass,39.40,2.60,-2.60,0,,,,,4417.83700,349.61300,-349.61300,0,16.141,0.336,-0.336,0,1.5 m CTIO Telescope,0,2015,2015-05-14
13,2MASS J04414489+2301513,2MASS J04414489+2301513 b,1,,,,,,,,,,,,,Mass,140.00,,,0,,,,,2383.60000,794.50000,-794.50000,0,,,,,2.4 m Hubble Space Telescope,0,2010,2014-05-14
14,2MASS J12073346-3932539,2MASS J12073346-3932539 b,1,,,,,,,,,,,,,Mass,64.42,0.65,-0.65,0,1150,150,-150,0,1271.00000,318.00000,-318.00000,0,,,,,8.2 m ESO VLT UT4 Yepun Telescope,0,2004,2014-05-14
15,2MASS J19383260+4603591,2MASS J19383260+4603591 b,1,416.00000000,2.00000000,-2.00000000,0,,,,,,,,,Mass,400.77,6.48,-6.48,0,,,,,603.87700,31.78300,-31.78300,0,,,,,0.95 m Kepler Telescope,0,2015,2015-06-04
16,2MASS J21402931+1625183 A,2MASS J21402931+1625183 A b,1,7336.50000000,1934.50000000,-584.00000000,0,0.260000,0.060000,-0.060000,0,46.200,2.500,-8.700,0,Mass,25.00,10.00,-10.00,0,2075,70,-70,0,6657.48000,26629.91000,-6657.48000,0,10.310,4.370,-4.040,0,10 m Keck II Telescope,0,2009,2014-05-14
17,2MASS J22362452+4751425,2MASS J22362452+4751425 b,1,,,,,,,,,,,,,Mass,74.00,10.00,-10.00,0,,,,,3972.87500,476.74500,-476.74500,0,,,,,10 m Keck II Telescope,0,2016,2016-11-10
18,30 Ari B,30 Ari B b,1,335.10001000,2.50000000,-2.50000000,0,0.290000,0.090000,-0.090000,0,,,,0,Msini,44.71,0.10,-0.10,0,,,,0,4392.41060,572.09400,-572.09400,0,,,,0,2.0 m Alfred Jensch Telescope,0,2009,2018-09-06
19,4 UMa,4 UMa b,1,269.30000000,1.96000000,-1.96000000,0,0.432000,0.024000,-0.024000,0,,,,,Msini,73.58,1.18,-1.18,0,,,,,2256.50000,508.50000,-508.50000,0,,,,,2.0 m Alfred Jensch Telescope,0,2006,2014-05-14
20,42 Dra,42 Dra b,1,479.10000000,6.20000000,-6.20000000,0,0.380000,0.060000,-0.060000,0,,,,,Msini,90.86,1.32,-1.32,0,,,,,1233.13000,270.14000,-270.14000,0,,,,,2.0 m Alfred Jensch Telescope,0,2008,2014-05-14
21,47 UMa,47 UMa b,3,1078.00000000,2.00000000,-2.00000000,0,0.032000,0.014000,-0.014000,0,,,,,Msini,13.80,0.03,-0.03,0,,,,,804.08000,22.25000,-19.07000,0,,,,,3.0 m C. Donald Shane Telescope,0,1996,2014-05-14
22,47 UMa,47 UMa c,3,2391.00000000,100.00000000,-87.00000000,0,0.098000,0.047000,-0.096000,0,,,,,Msini,13.80,0.03,-0.03,0,,,,,171.62100,20.97600,-23.20100,0,,,,,3.0 m C. Donald Shane Telescope,0,2001,2014-05-14
23,47 UMa,47 UMa d,3,14002.00000000,4018.00000000,-5095.00000000,0,0.160000,0.090000,-0.160000,0,,,,,Msini,13.80,0.03,-0.03,0,,,,,521.22000,92.17000,-152.55000,0,,,,,3.0 m C. Donald Shane Telescope,0,2009,2014-05-14
24,51 Eri,51 Eri b,1,11688.00000000,6209.25000000,-3287.25000000,0,0.450000,0.100000,-0.150000,0,133.000,14.000,-7.000,0,,29.40,0.30,-0.30,0,,,,0,,,,0,,,,0,8.19 m Gemini South Telescope,0,2015,2019-07-11
25,51 Peg,51 Peg b,1,4.23078500,0.00003600,-0.00003600,0,0.013000,0.012000,-0.012000,0,,,,,Msini,15.47,0.03,-0.03,0,,,,,150.00900,12.39500,-12.39500,0,,,,,1.93 m Telescope,0,1995,2014-05-14
26,55 Cnc,55 Cnc b,5,14.65152000,0.00015000,-0.00015000,0,0.003400,0.003200,-0.003200,0,90.000,,,0,Mass,12.59,0.01,-0.01,0,,,,,263.97850,1.04880,-1.04880,0,,,,,3.0 m C. Donald Shane Telescope,0,1996,2014-10-29
27,55 Cnc,55 Cnc c,5,44.41750000,0.00730000,-0.00730000,0,0.020000,0.031000,-0.031000,0,90.000,,,0,Mass,12.59,0.01,-0.01,0,,,,,54.47380,1.74800,-1.74800,0,,,,,9.2 m Hobby-Eberly Telescope,0,2004,2014-10-29
28,55 Cnc,55 Cnc d,5,4825.00000000,39.00000000,-39.00000000,0,0.019000,0.013000,-0.013000,0,90.000,,,0,Mass,12.59,0.01,-0.01,0,,,,,1232.49300,21.61200,-21.61200,0,,,,,3.0 m C. Donald Shane Telescope,0,2002,2014-10-29
29,55 Cnc,55 Cnc e,5,0.73653900,0.00000700,-0.00000700,0,,,,0,83.300,0.900,-0.800,0,Mass,12.59,0.01,-0.01,0,,,,0,8.08000,0.31000,-0.31000,0,1.910,0.080,-0.080,0,9.2 m Hobby-Eberly Telescope,0,2004,2019-01-31
30,55 Cnc,55 Cnc f,5,262.00000000,0.51000000,-0.51000000,0,0.305000,0.075000,-0.075000,0,90.000,,,0,Mass,12.59,0.01,-0.01,0,,,,,44.81200,3.81400,-3.81400,0,,,,,Multiple Telescopes,0,2007,2014-10-29
31,6 Lyn,6 Lyn b,1,934.30000000,8.60000000,-8.60000000,0,0.073000,0.036000,-0.036000,0,,,,0,Msini,54.74,0.27,-0.27,0,,,,0,638.83830,24.47291,-24.47291,0,,,,,1.88 m Telescope,0,2008,2018-12-06
32,61 Vir,61 Vir b,3,4.21500000,0.00060000,-0.00060000,0,0.120000,0.110000,-0.110000,0,,,,,Msini,8.51,0.02,-0.02,0,,,,,5.10000,0.50000,-0.50000,0,,,,,Multiple Telescopes,0,2009,2014-05-14
33,61 Vir,61 Vir c,3,38.02100000,0.03400000,-0.03400000,0,0.140000,0.060000,-0.060000,0,,,,,Msini,8.51,0.02,-0.02,0,,,,,18.20000,1.10000,-1.10000,0,,,,,Multiple Telescopes,0,2009,2014-05-14
34,61 Vir,61 Vir d,3,123.01000000,0.55000000,-0.55000000,0,0.350000,0.090000,-0.090000,0,,,,,Msini,8.51,0.02,-0.02,0,,,,,22.90000,2.60000,-2.60000,0,,,,,Multiple Telescopes,0,2009,2014-05-14
35,7 CMa,7 CMa b,2,735.10000000,14.80000000,-1.00000000,0,0.060000,0.030000,-0.030000,0,90.000,,,0,Msin(i)/sin(i),19.82,0.16,-0.16,0,,,,0,587.98550,19.06980,-19.06980,0,,,,0,3.9 m Anglo-Australian Telescope,0,2011,2019-10-24
36,7 CMa,7 CMa c,2,996.00000000,1.50000000,-52.40000000,0,0.080000,0.050000,-0.040000,0,90.000,,,0,Msin(i)/sin(i),19.82,0.16,-0.16,0,,,,0,276.51210,19.06980,-19.06980,0,,,,0,Multiple Telescopes,0,2019,2019-10-24
37,70 Vir,70 Vir b,1,116.68800000,0.00540000,-0.00540000,0,0.398800,0.001900,-0.001900,0,,,,0,Msini,17.91,0.06,-0.06,0,,,,0,2357.02728,18.11631,-18.11631,0,,,,,3.0 m C. Donald Shane Telescope,0,1996,2018-12-06
38,75 Cet,75 Cet b,1,691.90000000,3.60000000,-3.60000000,0,0.117000,0.048000,-0.048000,0,,,,,Msini,83.15,0.72,-0.72,0,,,,,953.49000,,,0,,,,,1.88 m Telescope,0,2012,2015-09-03
39,8 UMi,8 UMi b,1,93.40000000,4.50000000,-4.50000000,0,0.060000,0.090000,-0.090000,0,,,,0,Msini,163.32,0.65,-0.65,0,,,,0,416.35730,50.85280,-50.85280,0,,,,0,1.8 m Telescope,0,2015,2018-09-06
40,81 Cet,81 Cet b,1,952.70000000,8.80000000,-8.80000000,0,0.206000,0.029000,-0.029000,0,,,,,Msini,101.53,1.22,-1.22,0,,,,,1684.40000,,,0,,,,,1.88 m Telescope,0,2008,2014-05-14
41,91 Aqr,91 Aqr b,1,181.40000000,0.10000000,-0.10000000,0,0.027000,0.026000,-0.026000,0,,,,,Msini,44.08,0.51,-0.51,0,,,,,1017.00000,,,0,,,,,0.6 m Coude Auxiliary Telescope,0,2013,2014-05-14
42,AB Pic,AB Pic b,1,,,,,,,,,,,,,Mass,50.12,0.07,-0.07,0,,,,,4290.50000,158.90000,-158.90000,0,,,,,8.2 m ESO VLT UT4 Yepun Telescope,0,2005,2014-05-14
43,BD+03 2562,BD+03 2562 b,1,481.90000000,2.70000000,-2.80000000,0,0.200000,0.120000,-0.080000,0,,,,,Msini,2618.00,564.00,-564.00,0,,,,,2034.11200,413.17900,-413.17900,0,,,,,Multiple Telescopes,0,2017,2017-06-15
44,BD+14 4559,BD+14 4559 b,1,268.94000000,0.99000000,-0.99000000,0,0.290000,0.030000,-0.030000,0,,,,0,Msini,49.42,0.08,-0.08,0,,,,0,330.54320,149.38010,-149.38010,0,,,,0,9.2 m Hobby-Eberly Telescope,0,2009,2018-09-06
45,BD+15 2375,BD+15 2375 b,1,153.22000000,0.44000000,-0.44000000,0,0.001000,0.250000,-0.001000,0,,,,,Msini,774.00,165.00,-165.00,0,,,,,337.21763,85.81410,-85.81410,0,,,,,3.58 m Telescopio Nazionale Galileo,0,2016,2016-02-04
46,BD+15 2940,BD+15 2940 b,1,137.48000000,0.34000000,-0.34000000,0,0.260000,0.100000,-0.100000,0,,,,,Msini,431.61,6.55,-6.55,0,,,,,352.78000,,,0,,,,,9.2 m Hobby-Eberly Telescope,0,2013,2014-05-14
47,BD+20 2457,BD+20 2457 b,2,379.63000000,2.00000000,-2.00000000,0,0.150000,0.030000,-0.030000,0,,,,0,Msini,1670.85,222.63,-222.63,0,,,,0,17668.16970,24965.54650,-24965.54650,0,,,,0,9.2 m Hobby-Eberly Telescope,0,2009,2018-09-06
48,BD+20 2457,BD+20 2457 c,2,621.99000000,10.20000000,-10.20000000,0,0.180000,0.060000,-0.060000,0,,,,,Msini,1670.85,222.63,-222.63,0,,,,,3963.17000,,,0,,,,,9.2 m Hobby-Eberly Telescope,0,2009,2014-05-14
49,BD+20 274,BD+20 274 b,1,578.20000000,5.40000000,-5.40000000,0,0.210000,0.060000,-0.060000,0,,,,,Msini,1383.85,86.64,-86.64,0,,,,,1334.88600,,,0,,,,,9.2 m Hobby-Eberly Telescope,0,2012,2015-09-18
50,BD+20 594,BD+20 594 b,1,41.68550000,0.00300000,-0.00300000,0,0.000000,,,0,89.550,0.160,-0.160,0,Mass,180.39,1.25,-1.25,0,,,,0,22.24810,9.53490,-9.53490,0,2.578,0.112,-0.112,0,0.95 m Kepler Telescope,0,2016,2018-04-26
51,BD+48 738,BD+48 738 b,1,392.60000000,5.50000000,-5.50000000,0,0.200000,0.100000,-0.100000,0,,,,,Msini,892.17,44.78,-44.78,0,,,,,289.22530,,,0,,,,,9.2 m Hobby-Eberly Telescope,0,2011,2015-08-13
52,BD+48 740,BD+48 740 b,1,733.00000000,5.00000000,-8.00000000,0,0.760000,0.050000,-0.090000,0,,,,0,Msini,678.94,22.15,-22.15,0,,,,0,540.31100,222.48100,-222.48100,0,,,,0,Multiple Telescopes,0,2018,2018-02-01
53,BD+49 828,BD+49 828 b,1,2590.00000000,300.00000000,-180.00000000,0,0.350000,0.240000,-0.100000,0,,,,,Msini,447.59,7.79,-7.79,0,,,,,508.50000,127.10000,-63.60000,0,,,,,9.2 m Hobby-Eberly Telescope,0,2015,2015-02-05
54,BD-06 1339,BD-06 1339 b,2,3.87280000,0.00040000,-0.00040000,0,0.000000,,,0,,,,,Msini,20.28,0.02,-0.02,0,,,,,8.50000,1.30000,-1.30000,0,,,,,3.6 m ESO Telescope,0,2013,2014-05-14
55,BD-06 1339,BD-06 1339 c,2,125.94000000,0.44000000,-0.44000000,0,0.310000,0.110000,-0.110000,0,,,,,Msini,20.28,0.02,-0.02,0,,,,,53.00000,8.00000,-8.00000,0,,,,,3.6 m ESO Telescope,0,2013,2014-05-14
56,BD-08 2823,BD-08 2823 b,2,5.60000000,0.02000000,-0.02000000,0,0.150000,0.150000,-0.150000,0,,,,0,Msini,41.38,0.07,-0.07,0,,,,0,12.71320,3.17830,-3.17830,0,,,,0,3.6 m ESO Telescope,0,2009,2018-09-06
57,BD-08 2823,BD-08 2823 c,2,237.60000000,1.50000000,-1.50000000,0,0.190000,0.090000,-0.090000,0,,,,,Msini,41.38,0.07,-0.07,0,,,,,104.00000,10.00000,-10.00000,0,,,,,3.6 m ESO Telescope,0,2009,2014-05-14
58,BD-10 3166,BD-10 3166 b,1,3.48777000,0.00011000,-0.00011000,0,0.020000,0.020000,-0.020000,0,,,,0,Msini,84.61,0.35,-0.35,0,,,,0,187.51970,22.24810,-22.24810,0,,,,0,10 m Keck I Telescope,0,2000,2018-09-06
59,BD-11 4672,BD-11 4672 b,1,1667.00000000,33.00000000,-31.00000000,0,0.050000,0.060000,-0.040000,0,,,,,Msini,27.30,,,0,,,,,168.44000,15.89000,-15.89000,0,,,,,3.6 m ESO Telescope,0,2014,2015-01-08
60,BD-13 2130,BD-13 2130 b,1,714.29999000,5.30000000,-5.30000000,0,0.210000,0.070000,-0.070000,0,,,,0,Msini,948.75,42.93,-42.93,0,,,,0,3108.37740,1449.30480,-1449.30480,0,,,,0,1.2 m Leonhard Euler Telescope,0,2007,2018-09-06
61,BD-17 63,BD-17 63 b,1,655.60000000,0.60000000,-0.60000000,0,0.540000,0.005000,-0.005000,0,,,,,Msini,34.49,0.09,-0.09,0,,,,,1620.90000,38.14000,-38.14000,0,,,,,3.6 m ESO Telescope,0,2008,2014-05-14
62,CFBDSIR J145829+101343,CFBDSIR J145829+101343 b,1,10037.50000000,2737.50000000,-2737.50000000,0,,,,,,,,,Mass,23.10,2.40,-2.40,0,370,40,-40,0,3337.10000,1430.20000,-1430.20000,0,,,,,10 m Keck II Telescope,0,2011,2014-05-14
63,CHXR 73,CHXR 73 b,1,,,,,,,,,,,,,Mass,191.05,6.42,-6.42,0,,,,,3994.48600,2662.99100,-1664.36900,0,,,,,2.4 m Hubble Space Telescope,0,2006,2014-05-14
64,CI Tau,CI Tau b,1,8.98910000,0.02020000,-0.02020000,0,0.250000,0.160000,-0.160000,0,50.500,6.300,-8.500,0,Mass,158.00,1.20,-1.20,0,,,,0,3686.82800,921.70700,-858.14100,0,,,,0,Multiple Telescopes,0,2019,2019-06-27
65,CT Cha,CT Cha b,1,,,,,,,,,,,,,Mass,165.00,30.00,-30.00,0,2600,250,-250,0,5403.00000,1907.00000,-1907.00000,0,24.660,9.080,-6.730,0,8.2 m ESO VLT UT4 Yepun Telescope,0,2007,2014-05-14
66,CoRoT-1,CoRoT-1 b,1,1.50895570,0.00000640,-0.00000640,0,0.000000,,,0,85.100,0.500,-0.500,0,Mass,805.31,24.33,-24.33,0,1898,50,-50,0,327.35000,38.14000,-38.14000,0,16.700,0.900,-0.900,0,0.27 m CoRoT Telescope,0,2008,2014-05-14
67,CoRoT-10,CoRoT-10 b,1,13.24060000,0.00020000,-0.00020000,0,0.530000,0.040000,-0.040000,0,88.550,0.200,-0.200,0,Mass,345.00,70.00,-70.00,0,600,23,-23,0,874.00000,50.85000,-50.85000,0,10.870,0.780,-0.780,0,0.27 m CoRoT Telescope,0,2010,2014-05-14
68,CoRoT-11,CoRoT-11 b,1,2.99433000,0.00001100,-0.00001100,0,0.000000,,,0,83.170,0.150,-0.150,0,Mass,560.00,30.00,-30.00,0,1657,55,-55,0,740.51000,108.06000,-108.06000,0,16.030,0.340,-0.340,0,0.27 m CoRoT Telescope,0,2010,2014-05-14
69,CoRoT-12,CoRoT-12 b,1,2.82804200,0.00001300,-0.00001300,0,0.070000,0.063000,-0.042000,0,85.480,0.720,-0.770,0,Mass,1150.00,85.00,-85.00,0,1442,58,-58,0,291.43800,22.24700,-20.65800,0,16.140,1.460,-1.460,0,0.27 m CoRoT Telescope,0,2010,2014-05-14
70,CoRoT-13,CoRoT-13 b,1,4.03519000,0.00003000,-0.00003000,0,0.000000,,,0,88.020,0.340,-0.360,0,Mass,1060.00,100.00,-100.00,0,1700,,,0,415.70400,20.97600,-20.97600,0,9.920,0.157,-0.157,0,0.27 m CoRoT Telescope,0,2010,2014-05-14
71,CoRoT-14,CoRoT-14 b,1,1.51214000,0.00013000,-0.00013000,0,0.000000,,,0,79.600,0.800,-0.800,0,Mass,1340.00,110.00,-110.00,0,1952,66,-66,0,2415.40000,190.70000,-190.70000,0,12.220,0.780,-0.780,0,0.27 m CoRoT Telescope,0,2010,2014-05-14
72,CoRoT-16,CoRoT-16 b,1,5.35227000,0.00020000,-0.00020000,0,0.330000,0.090000,-0.100000,0,85.010,0.940,-1.200,0,Mass,840.00,90.00,-90.00,0,,,,,170.03200,27.01400,-26.37900,0,13.110,1.790,-1.570,0,0.27 m CoRoT Telescope,0,2011,2014-05-14
73,CoRoT-17,CoRoT-17 b,1,3.76810000,0.00030000,-0.00030000,0,0.000000,,,0,88.340,1.540,-1.540,0,Mass,920.00,50.00,-50.00,0,1626,31,-31,0,772.29000,95.34000,-95.34000,0,11.430,0.780,-0.780,0,0.27 m CoRoT Telescope,0,2011,2014-05-14
74,CoRoT-18,CoRoT-18 b,1,1.90006930,0.00000280,-0.00000280,0,0.080000,,,1,86.500,1.400,-0.900,0,Mass,870.00,90.00,-90.00,0,1550,90,-90,0,1102.82000,120.77000,-120.77000,0,14.680,2.020,-2.020,0,0.27 m CoRoT Telescope,0,2011,2014-05-14
75,CoRoT-19,CoRoT-19 b,1,3.89713000,0.00002000,-0.00002000,0,0.047000,0.045000,-0.045000,0,88.000,0.700,-0.700,0,Mass,770.00,160.00,-160.00,0,2000,150,-150,0,352.78000,19.07000,-19.07000,0,14.460,0.340,-0.340,0,0.27 m CoRoT Telescope,0,2011,2014-05-14
76,CoRoT-2,CoRoT-2 b,1,1.74299350,0.00000100,-0.00000100,0,0.014300,0.007700,-0.007600,0,88.080,0.180,-0.160,0,Mass,200.00,,,0,,,,,1102.82000,69.92000,-69.92000,0,16.432,0.471,-0.493,0,0.27 m CoRoT Telescope,0,2008,2014-05-14
77,CoRoT-20,CoRoT-20 b,2,9.24285000,0.00030000,-0.00030000,0,0.590000,0.020000,-0.020000,0,88.210,0.530,-0.530,0,Mass,864.31,24.46,-24.46,0,,,,0,1366.66900,63.56600,-63.56600,0,,,,0,0.27 m CoRoT Telescope,0,2011,2018-07-19
78,CoRoT-20,CoRoT-20 c,2,1675.00000000,19.00000000,-17.00000000,0,0.600000,0.030000,-0.030000,0,,,,0,Msini,864.31,24.46,-24.46,0,,,,0,5403.11000,317.83000,-317.83000,0,,,,0,Multiple Telescopes,0,2018,2018-07-19
79,CoRoT-21,CoRoT-21 b,1,2.72474000,0.00014000,-0.00014000,0,0.000000,,,0,86.800,2.100,-2.100,0,Mass,1398.83,286.45,-286.45,0,,,,0,718.29580,98.52730,-98.52730,0,14.572,1.569,-1.569,0,0.27 m CoRoT Telescope,0,2012,2018-12-06
80,CoRoT-22,CoRoT-22 b,1,9.75598000,0.00011000,-0.00011000,0,0.077000,0.300000,-0.042000,0,89.749,0.032,-0.900,0,Mass,592.00,25.00,-42.00,0,885,53,-280,0,12.20000,14.00000,-8.80000,0,4.880,0.170,-0.390,0,0.27 m CoRoT Telescope,0,2014,2014-08-21
81,CoRoT-23,CoRoT-23 b,1,3.63130000,0.00010000,-0.00010000,0,0.160000,0.020000,-0.020000,0,85.700,2.600,-1.500,0,Mass,600.00,50.00,-50.00,0,1660,,,0,889.90000,95.30000,-95.30000,0,11.770,1.460,-1.460,0,0.27 m CoRoT Telescope,0,2011,2014-05-14
82,CoRoT-24,CoRoT-24 b,2,5.11340000,0.00060000,-0.00060000,0,0.000000,,,0,86.500,2.000,-2.000,0,Mass,600.00,70.00,-70.00,0,1070,140,-140,0,5.70000,,,1,3.700,0.400,-0.400,0,0.27 m CoRoT Telescope,0,2014,2018-05-31
83,CoRoT-24,CoRoT-24 c,2,11.75900000,0.00630000,-0.00630000,0,0.000000,,,0,89.000,1.000,-1.600,0,Mass,600.00,70.00,-70.00,0,850,80,-80,0,28.00000,11.00000,-11.00000,0,5.000,0.500,-0.500,0,0.27 m CoRoT Telescope,0,2014,2014-06-11
84,CoRoT-25,CoRoT-25 b,1,4.86069000,0.00006000,-0.00006000,0,0.000000,,,0,84.500,0.800,-0.300,0,Mass,1000.00,85.00,-25.00,0,1330,80,-40,0,85.81000,12.71000,-12.71000,0,12.110,3.400,-1.120,0,0.27 m CoRoT Telescope,0,2013,2014-05-14
85,CoRoT-26,CoRoT-26 b,1,4.20474000,0.00005000,-0.00005000,0,0.000000,,,0,86.800,2.200,-1.000,0,Mass,1670.00,205.00,-110.00,0,1600,80,-70,0,165.26000,15.89000,-15.89000,0,14.120,1.460,-0.780,0,0.27 m CoRoT Telescope,0,2013,2014-05-14
86,CoRoT-27,CoRoT-27 b,1,3.57532000,0.00006000,-0.00006000,0,0.065000,,,1,86.700,1.200,-0.870,0,Mass,1035.15,66.44,-66.44,0,1500,130,-130,0,3302.11000,174.80000,-174.80000,0,11.287,0.493,-0.493,0,0.27 m CoRoT Telescope,0,2014,2014-05-14
87,CoRoT-28,CoRoT-28 b,1,5.20851000,0.00038000,-0.00038000,0,0.047000,0.055000,-0.038000,0,88.100,0.800,-0.800,0,Mass,560.00,70.00,-70.00,0,,,,,153.82972,27.65121,-27.65121,0,10.705,0.740,-0.740,0,0.27 m CoRoT Telescope,0,2015,2015-04-16
88,CoRoT-29,CoRoT-29 b,1,2.85057000,0.00000600,-0.00000600,0,0.082000,0.081000,-0.081000,0,87.300,2.700,-2.700,0,Mass,765.00,50.00,-50.00,0,,,,,270.15550,63.56600,-63.56600,0,10.088,1.793,-1.793,0,0.27 m CoRoT Telescope,0,2015,2015-04-16
89,CoRoT-3,CoRoT-3 b,1,4.25680000,0.00000500,-0.00000500,0,0.000000,,,0,85.900,0.800,-0.800,0,Mass,680.00,160.00,-160.00,0,,,,,6883.91000,317.80000,-317.80000,0,11.320,0.780,-0.780,0,0.27 m CoRoT Telescope,0,2008,2014-05-14
90,CoRoT-4,CoRoT-4 b,1,9.20205000,0.00037000,-0.00037000,0,0.000000,0.100000,-0.100000,0,90.000,0.000,-0.085,0,Mass,741.60,15.39,-15.39,0,1074,19,-19,0,228.83000,25.43000,-25.43000,0,13.340,0.670,-0.560,0,0.27 m CoRoT Telescope,0,2008,2014-05-14
91,CoRoT-5,CoRoT-5 b,1,4.03789620,0.00000190,-0.00000190,0,0.090000,0.090000,-0.040000,0,85.830,0.990,-1.380,0,Mass,904.65,26.70,-26.70,0,1438,39,-39,0,148.42000,14.93700,-7.62800,0,15.558,0.516,-0.527,0,0.27 m CoRoT Telescope,0,2009,2014-05-14
92,CoRoT-6,CoRoT-6 b,1,8.88659300,0.00000400,-0.00000400,0,0.100000,,,1,89.070,0.300,-0.300,0,Mass,657.24,12.58,-12.58,0,1017,19,-19,0,940.74000,108.06000,-108.06000,0,13.068,0.392,-0.392,0,0.27 m CoRoT Telescope,0,2009,2014-05-14
93,CoRoT-7,CoRoT-7 b,2,0.85359163,0.00000001,-0.00000001,0,0.000000,,,0,80.100,0.300,-0.300,0,Mass,160.64,0.91,-0.91,0,,,,0,3.17830,0.00000,0.00000,0,1.681,0.112,-0.112,0,0.27 m CoRoT Telescope,0,2009,2018-12-06
94,CoRoT-7,CoRoT-7 c,2,3.69800000,0.00300000,-0.00300000,0,0.000000,,,0,80.000,,,0,Mass,160.64,0.91,-0.91,0,,,,,8.40000,0.90000,-0.90000,0,,,,,0.27 m CoRoT Telescope,0,2009,2015-09-10
95,CoRoT-8,CoRoT-8 b,1,6.21229000,0.00003000,-0.00003000,0,0.000000,,,0,88.400,0.100,-0.100,0,Mass,380.00,30.00,-30.00,0,,,,,69.92000,9.53000,-9.53000,0,6.390,0.220,-0.220,0,0.27 m CoRoT Telescope,0,2010,2014-05-14
96,CoRoT-9,CoRoT-9 b,1,95.27265600,0.00006800,-0.00006800,0,0.133000,0.042000,-0.037000,0,89.900,0.066,-0.084,0,Mass,417.89,4.75,-4.75,0,420,16,-16,0,266.97720,15.89150,-15.89150,0,11.949,0.841,-0.706,0,0.27 m CoRoT Telescope,0,2009,2017-12-14
97,CoRoTID 223977153,CoRoTID 223977153 b,1,6.71837000,0.00001000,-0.00001000,0,,,,0,89.000,0.500,-0.500,0,Mass,586.20,10.70,-10.70,0,938,65,-52,0,47.67450,31.78300,-31.78300,0,6.389,0.673,-0.560,0,0.27 m CoRoT Telescope,0,2017,2017-09-15
