loc_rowid,pl_hostname,pl_name,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_bmassprov,st_dist,st_disterr1,st_disterr2,st_distlim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_telescope,pl_mnum,pl_disc,rowupdate
1871,Kepler-1362,Kepler-1362 b,1,136.20562600,0.00127800,-0.00127800,0,,,,,,,,,,767.00,31.17,-30.74,0,,,,,,,,,2.600,0.120,-0.190,0,0.95 m Kepler Telescope,0,2016,2016-05-10
1872,Kepler-1363,Kepler-1363 b,1,2.94194094,0.00001171,-0.00001171,0,,,,,,,,,,559.00,31.05,-36.18,0,,,,,,,,,1.250,0.090,-0.080,0,0.95 m Kepler Telescope,0,2016,2016-05-10
1873,Kepler-1364,Kepler-1364 b,1,13.32196237,0.00008114,-0.00008114,0,,,,,,,,,,1149.00,398.36,-197.38,0,,,,,,,,,2.150,0.800,-0.390,0,0.95 m Kepler Telescope,0,2016,2016-05-10
1874,Kepler-1365,Kepler-1365 b,2,7.69993485,0.00004726,-0.00004726,0,,,,,,,,,,541.00,80.60,-51.23,0,,,,,,,,,0.920,0.140,-0.100,0,0.95 m Kepler Telescope,0,2016,2016-05-10
1875,Kepler-1365,Kepler-1365 c,2,4.77468005,0.00004014,-0.00004014,0,,,,,,,,,,541.00,80.60,-51.23,0,,,,,,,,,0.800,0.120,-0.080,0,0.95 m Kepler Telescope,0,2016,2016-05-10
1876,Kepler-1366,Kepler-1366 b,1,2.16457097,0.00000683,-0.00000683,0,,,,,,,,,,395.00,28.27,-32.16,0,,,,,,,,,1.430,0.100,-0.100,0,0.95 m Kepler Telescope,0,2016,2016-05-10
1877,Kepler-1367,Kepler-1367 b,1,1.57409027,0.00000524,-0.00000524,0,,,,,,,,,,357.00,25.16,-37.89,0,,,,,,,,,0.920,0.070,-0.080,0,0.95 m Kepler Telescope,0,2016,2016-05-10
1878,Kepler-1368,Kepler-1368 b,1,0.67564949,0.00000255,-0.00000255,0,,,,,,,,,,1750.00,361.12,-187.21,0,,,,,,,,,1.650,0.350,-0.170,0,0.95 m Kepler Telescope,0,2016,2016-05-10
1879,Kepler-1369,Kepler-1369 b,1,25.87314800,0.00014530,-0.00014530,0,,,,,,,,,,1236.00,187.62,-112.01,0,,,,,,,,,2.690,0.420,-0.250,0,0.95 m Kepler Telescope,0,2016,2016-05-10
1880,Kepler-137,Kepler-137 b,2,8.43638700,0.00001800,-0.00001800,0,,,,,,,,,,305.65,1.86,-1.86,0,,,,,,,,,1.470,0.110,-0.110,0,0.95 m Kepler Telescope,0,2014,2014-05-14
1881,Kepler-137,Kepler-137 c,2,18.73575300,0.00003500,-0.00003500,0,,,,,,,,,,305.65,1.86,-1.86,0,,,,,,,,,1.880,0.140,-0.140,0,0.95 m Kepler Telescope,0,2014,2014-05-14
1882,Kepler-1370,Kepler-1370 b,2,20.26416840,0.00011110,-0.00011110,0,,,,,,,,,,878.00,308.50,-128.51,0,,,,,,,,,1.840,0.660,-0.260,0,0.95 m Kepler Telescope,0,2016,2016-05-10
1883,Kepler-1370,Kepler-1370 c,2,7.44142113,0.00005404,-0.00005404,0,,,,,,,,,,878.00,308.50,-128.51,0,,,,,,,,,1.270,0.560,-0.180,0,0.95 m Kepler Telescope,0,2016,2016-05-10
1884,Kepler-1371,Kepler-1371 b,2,3.44620390,0.00002017,-0.00002017,0,,,,,,,,,,450.00,36.81,-31.96,0,,,,,,,,,0.730,0.080,-0.050,0,0.95 m Kepler Telescope,0,2016,2016-05-10
1885,Kepler-1371,Kepler-1371 c,2,2.00541269,0.00001065,-0.00001065,0,,,,,,,,,,450.00,36.81,-31.96,0,,,,,,,,,0.640,0.070,-0.050,0,0.95 m Kepler Telescope,0,2016,2016-05-10
1886,Kepler-1372,Kepler-1372 b,1,1.31155557,0.00000554,-0.00000554,0,,,,,,,,,,1161.00,309.01,-106.84,0,,,,,,,,,1.270,0.440,-0.130,0,0.95 m Kepler Telescope,0,2016,2016-05-10
1887,Kepler-1373,Kepler-1373 b,1,1.29123275,0.00000646,-0.00000646,0,,,,,,,,,,1112.00,507.93,-178.30,0,,,,,,,,,1.160,0.540,-0.190,0,0.95 m Kepler Telescope,0,2016,2016-05-10
1888,Kepler-1374,Kepler-1374 b,1,10.65276707,0.00005294,-0.00005294,0,,,,,,,,,,1135.00,91.20,-88.52,0,,,,,,,,,2.290,0.200,-0.180,0,0.95 m Kepler Telescope,0,2016,2016-05-10
1889,Kepler-1375,Kepler-1375 b,1,3.30041920,0.00001505,-0.00001505,0,,,,,,,,,,1238.00,474.04,-237.32,0,,,,,,,,,1.740,0.680,-0.340,0,0.95 m Kepler Telescope,0,2016,2016-05-10
1890,Kepler-1376,Kepler-1376 b,1,5.30880656,0.00004525,-0.00004525,0,,,,,,,,,,864.00,161.46,-68.31,0,,,,,,,,,1.050,0.210,-0.090,0,0.95 m Kepler Telescope,0,2016,2016-05-10
1891,Kepler-1377,Kepler-1377 b,1,0.74092842,0.00000185,-0.00000185,0,,,,,,,,,,1019.00,65.62,-50.47,0,,,,,,,,,1.250,0.090,-0.080,0,0.95 m Kepler Telescope,0,2016,2016-05-10
1892,Kepler-1378,Kepler-1378 b,1,11.95398936,0.00007990,-0.00007990,0,,,,,,,,,,562.00,21.44,-20.88,0,,,,,,,,,2.200,0.710,-0.140,0,0.95 m Kepler Telescope,0,2016,2016-05-10
1893,Kepler-1379,Kepler-1379 b,1,0.88184115,0.00000313,-0.00000313,0,,,,,,,,,,951.00,68.15,-67.84,0,,,,,,,,,1.300,0.120,-0.090,0,0.95 m Kepler Telescope,0,2016,2016-05-10
1894,Kepler-138,Kepler-138 b,3,10.31260000,0.00040000,-0.00060000,0,,,,,,,,,Mass,66.99,0.11,-0.11,0,,,,,0.06600,0.05900,-0.03700,0,0.522,0.032,-0.032,0,0.95 m Kepler Telescope,0,2014,2015-06-17
1895,Kepler-138,Kepler-138 c,3,13.78130000,0.00010000,-0.00010000,0,,,,,,,,,Mass,66.99,0.11,-0.11,0,,,,,1.97000,1.91200,-1.12000,0,1.197,0.070,-0.070,0,0.95 m Kepler Telescope,0,2014,2015-06-17
1896,Kepler-138,Kepler-138 d,3,23.08810000,0.00090000,-0.00080000,0,,,,,,,,,Mass,66.99,0.11,-0.11,0,,,,,0.64000,0.67400,-0.38700,0,1.212,0.075,-0.075,0,0.95 m Kepler Telescope,0,2014,2015-06-17
1897,Kepler-1380,Kepler-1380 b,1,10.31082450,0.00010420,-0.00010420,0,,,,,,,,,,1209.00,206.55,-87.41,0,,,,,,,,,1.430,0.260,-0.110,0,0.95 m Kepler Telescope,0,2016,2016-05-10
1898,Kepler-1381,Kepler-1381 b,1,25.38426860,0.00017570,-0.00017570,0,,,,,,,,,,1306.00,159.53,-106.15,0,,,,,,,,,2.250,0.290,-0.190,0,0.95 m Kepler Telescope,0,2016,2016-05-10
1899,Kepler-1382,Kepler-1382 b,1,16.35830550,0.00010240,-0.00010240,0,,,,,,,,,,730.00,148.03,-128.32,0,,,,,,,,,1.880,0.390,-0.340,0,0.95 m Kepler Telescope,0,2016,2016-05-10
1900,Kepler-1383,Kepler-1383 b,1,13.90935830,0.00015520,-0.00015520,0,,,,,,,,,,961.00,417.84,-207.94,0,,,,,,,,,1.410,0.630,-0.290,0,0.95 m Kepler Telescope,0,2016,2016-05-10
1901,Kepler-1384,Kepler-1384 b,1,15.36262753,0.00008765,-0.00008765,0,,,,,,,,,,618.00,39.97,-39.06,0,,,,,,,,,1.940,0.430,-0.200,0,0.95 m Kepler Telescope,0,2016,2016-05-10
1902,Kepler-1385,Kepler-1385 b,1,2.88879862,0.00001881,-0.00001881,0,,,,,,,,,,527.00,120.03,-78.64,0,,,,,,,,,0.850,0.200,-0.130,0,0.95 m Kepler Telescope,0,2016,2016-05-10
1903,Kepler-1386,Kepler-1386 b,1,6.73972381,0.00007022,-0.00007022,0,,,,,,,,,,838.00,252.44,-86.08,0,,,,,,,,,1.240,0.380,-0.130,0,0.95 m Kepler Telescope,0,2016,2016-05-10
1904,Kepler-1387,Kepler-1387 b,1,2.27952666,0.00000885,-0.00000885,0,,,,,,,,,,491.00,25.69,-24.61,0,,,,,,,,,0.930,0.050,-0.090,0,0.95 m Kepler Telescope,0,2016,2016-05-10
1905,Kepler-1388,Kepler-1388 b,4,12.28546030,0.00008795,-0.00008795,0,,,,,,,,,,492.00,23.64,-30.78,0,,,,,,,,,2.590,0.130,-0.140,0,0.95 m Kepler Telescope,0,2016,2016-05-10
1906,Kepler-1388,Kepler-1388 c,4,5.53608151,0.00002880,-0.00002880,0,,,,,,,,,,492.00,23.64,-30.78,0,,,,,,,,,2.260,0.140,-0.110,0,0.95 m Kepler Telescope,0,2016,2016-05-10
1907,Kepler-1388,Kepler-1388 d,4,20.95681580,0.00017130,-0.00017130,0,,,,,,,,,,492.00,23.64,-30.78,0,,,,,,,,,2.860,0.120,-0.190,0,0.95 m Kepler Telescope,0,2016,2016-05-10
1908,Kepler-1388,Kepler-1388 e,4,37.63270840,0.00072690,-0.00072690,0,,,,,,,,,,492.00,23.64,-30.78,0,,,,,,,,,2.460,0.140,-0.150,0,0.95 m Kepler Telescope,0,2016,2016-05-10
1909,Kepler-1389,Kepler-1389 b,1,99.25309510,0.00087110,-0.00087110,0,,,,,,,,,,521.00,16.76,-16.54,0,,,,,,,,,1.770,0.050,-0.140,0,0.95 m Kepler Telescope,0,2016,2016-05-10
1910,Kepler-139,Kepler-139 b,2,15.77104400,0.00003700,-0.00003700,0,,,,,,,,,,395.45,4.26,-4.26,0,,,,,,,,,2.940,0.570,-0.570,0,0.95 m Kepler Telescope,0,2014,2014-05-14
1911,Kepler-139,Kepler-139 c,2,157.07287800,0.00172000,-0.00172000,0,,,,,,,,,,395.45,4.26,-4.26,0,,,,,,,,,3.380,0.690,-0.690,0,0.95 m Kepler Telescope,0,2014,2014-05-14
1912,Kepler-1390,Kepler-1390 b,1,6.48021673,0.00004630,-0.00004630,0,,,,,,,,,,760.00,155.84,-81.51,0,,,,,,,,,1.180,0.250,-0.130,0,0.95 m Kepler Telescope,0,2016,2016-05-10
1913,Kepler-1391,Kepler-1391 b,1,54.40923330,0.00052360,-0.00052360,0,,,,,,,,,,721.00,110.01,-71.60,0,,,,,,,,,1.680,0.260,-0.180,0,0.95 m Kepler Telescope,0,2016,2016-05-10
1914,Kepler-1392,Kepler-1392 b,1,15.14103970,0.00011350,-0.00011350,0,,,,,,,,,,1117.00,119.89,-91.40,0,,,,,,,,,1.960,0.220,-0.160,0,0.95 m Kepler Telescope,0,2016,2016-05-10
1915,Kepler-1393,Kepler-1393 b,1,2.44357812,0.00001231,-0.00001231,0,,,,,,,,,,462.00,26.31,-23.66,0,,,,,,,,,0.800,0.040,-0.080,0,0.95 m Kepler Telescope,0,2016,2016-05-10
1916,Kepler-1394,Kepler-1394 b,1,3.93766373,0.00003657,-0.00003657,0,,,,,,,,,,820.00,109.44,-126.02,0,,,,,,,,,1.390,0.200,-0.220,0,0.95 m Kepler Telescope,0,2016,2016-05-10
1917,Kepler-1395,Kepler-1395 b,1,3.78470649,0.00002720,-0.00002720,0,,,,,,,,,,507.00,49.93,-35.88,0,,,,,,,,,0.800,0.090,-0.060,0,0.95 m Kepler Telescope,0,2016,2016-05-10
1918,Kepler-1396,Kepler-1396 b,1,18.22064210,0.00013760,-0.00013760,0,,,,,,,,,,1236.00,449.88,-190.89,0,,,,,,,,,2.070,0.790,-0.370,0,0.95 m Kepler Telescope,0,2016,2016-05-10
1919,Kepler-1397,Kepler-1397 b,1,47.44995500,0.00075200,-0.00075200,0,,,,,,,,,,770.00,75.60,-57.67,0,,,,,,,,,1.720,0.190,-0.140,0,0.95 m Kepler Telescope,0,2016,2016-05-10
1920,Kepler-1398,Kepler-1398 b,2,2.78815679,0.00002021,-0.00002021,0,,,,,,,,,,793.00,247.19,-101.04,0,,,,,,,,,0.900,0.280,-0.120,0,0.95 m Kepler Telescope,0,2016,2016-05-10
1921,Kepler-1398,Kepler-1398 c,2,4.13827595,0.00002616,-0.00002616,0,,,,,,,,,,793.00,247.19,-101.04,0,,,,,,,,,1.030,0.370,-0.150,0,0.95 m Kepler Telescope,0,2016,2016-05-10
1922,Kepler-1399,Kepler-1399 b,1,1.63865306,0.00000895,-0.00000895,0,,,,,,,,,,1256.00,210.25,-111.17,0,,,,,,,,,1.250,0.220,-0.110,0,0.95 m Kepler Telescope,0,2016,2016-05-10
1923,Kepler-14,Kepler-14 b,1,6.79012300,0.00000430,-0.00000430,0,0.035000,0.020000,-0.020000,0,90.000,0.000,-2.800,0,Mass,980.00,,,0,,,,,2669.66000,111.24000,-108.06000,0,12.733,0.818,-0.605,0,0.95 m Kepler Telescope,0,2011,2014-05-14
1924,Kepler-140,Kepler-140 b,2,3.25427000,0.00000800,-0.00000800,0,,,,,,,,,,593.80,7.20,-7.20,0,,,,,,,,,1.610,0.310,-0.310,0,0.95 m Kepler Telescope,0,2014,2014-05-14
1925,Kepler-140,Kepler-140 c,2,91.35328200,0.00137000,-0.00137000,0,,,,,,,,,,593.80,7.20,-7.20,0,,,,,,,,,1.800,0.350,-0.350,0,0.95 m Kepler Telescope,0,2014,2014-05-14
1926,Kepler-1400,Kepler-1400 b,1,9.06689421,0.00006982,-0.00006982,0,,,,,,,,,,879.00,43.39,-35.84,0,,,,,,,,,1.620,0.110,-0.110,0,0.95 m Kepler Telescope,0,2016,2016-05-10
1927,Kepler-1401,Kepler-1401 b,1,11.20066445,0.00008804,-0.00008804,0,,,,,,,,,,1242.00,261.84,-137.85,0,,,,,,,,,1.680,0.370,-0.180,0,0.95 m Kepler Telescope,0,2016,2016-05-10
1928,Kepler-1402,Kepler-1402 b,1,2.03387914,0.00001415,-0.00001415,0,,,,,,,,,,681.00,67.16,-40.35,0,,,,,,,,,0.760,0.080,-0.070,0,0.95 m Kepler Telescope,0,2016,2016-05-10
1929,Kepler-1403,Kepler-1403 b,1,5.19492202,0.00002801,-0.00002801,0,,,,,,,,,,1801.00,447.62,-223.41,0,,,,,,,,,2.140,0.540,-0.260,0,0.95 m Kepler Telescope,0,2016,2016-05-10
1930,Kepler-1404,Kepler-1404 b,1,15.93147390,0.00011330,-0.00011330,0,,,,,,,,,,946.00,67.77,-69.77,0,,,,,,,,,2.010,0.140,-0.210,0,0.95 m Kepler Telescope,0,2016,2016-05-10
1931,Kepler-1405,Kepler-1405 b,1,28.22741840,0.00013920,-0.00013920,0,,,,,,,,,,1605.00,351.95,-192.57,0,,,,,,,,,3.960,0.880,-0.450,0,0.95 m Kepler Telescope,0,2016,2016-05-10
1932,Kepler-1406,Kepler-1406 b,1,11.62905828,0.00006904,-0.00006904,0,,,,,,,,,,587.00,92.69,-58.37,0,,,,,,,,,1.100,0.180,-0.130,0,0.95 m Kepler Telescope,0,2016,2016-05-10
1933,Kepler-1407,Kepler-1407 b,1,20.07115040,0.00054530,-0.00054530,0,,,,,,,,,,1275.00,303.31,-163.46,0,,,,,,,,,2.250,0.530,-0.320,0,0.95 m Kepler Telescope,0,2016,2016-05-10
1934,Kepler-1408,Kepler-1408 b,1,2.99793191,0.00002517,-0.00002517,0,,,,,,,,,,426.00,2029.10,-73.49,0,,,,,,,,,0.890,68.910,-0.150,0,0.95 m Kepler Telescope,0,2016,2016-05-10
1935,Kepler-1409,Kepler-1409 b,1,0.76486493,0.00000240,-0.00000240,0,,,,,,,,,,722.00,40.06,-37.99,0,,,,,,,,,1.040,0.080,-0.070,0,0.95 m Kepler Telescope,0,2016,2016-05-10
1936,Kepler-141,Kepler-141 b,2,3.10767500,0.00002200,-0.00002200,0,,,,,,,,,,303.83,1.32,-1.32,0,,,,,,,,,0.690,0.050,-0.050,0,0.95 m Kepler Telescope,0,2014,2014-05-14
1937,Kepler-141,Kepler-141 c,2,7.01060600,0.00002000,-0.00002000,0,,,,,,,,,,303.83,1.32,-1.32,0,,,,,,,,,1.410,0.090,-0.090,0,0.95 m Kepler Telescope,0,2014,2014-05-14
1938,Kepler-1410,Kepler-1410 b,1,60.86616800,0.00051610,-0.00051610,0,,,,,,,,,,367.00,27.91,-30.16,0,,,,,,,,,1.780,0.120,-0.140,0,0.95 m Kepler Telescope,0,2016,2016-05-10
1939,Kepler-1411,Kepler-1411 b,1,86.11508880,0.00097280,-0.00097280,0,,,,,,,,,,1431.00,206.80,-116.99,0,,,,,,,,,2.820,0.430,-0.240,0,0.95 m Kepler Telescope,0,2016,2016-05-10
1940,Kepler-1412,Kepler-1412 b,1,3.61460510,0.00002139,-0.00002139,0,,,,,,,,,,639.00,115.60,-93.50,0,,,,,,,,,0.830,0.150,-0.130,0,0.95 m Kepler Telescope,0,2016,2016-05-10
1941,Kepler-1413,Kepler-1413 b,1,13.18296420,0.00010820,-0.00010820,0,,,,,,,,,,1162.00,81.33,-77.30,0,,,,,,,,,1.820,0.160,-0.150,0,0.95 m Kepler Telescope,0,2016,2016-05-10
1942,Kepler-1414,Kepler-1414 b,1,3.51576315,0.00001186,-0.00001186,0,,,,,,,,,,534.00,26.21,-27.42,0,,,,,,,,,1.230,0.090,-0.080,0,0.95 m Kepler Telescope,0,2016,2016-05-10
1943,Kepler-1415,Kepler-1415 b,1,0.63642408,0.00000160,-0.00000160,0,,,,,,,,,,1066.00,76.08,-51.78,0,,,,,,,,,1.290,0.120,-0.080,0,0.95 m Kepler Telescope,0,2016,2016-05-10
1944,Kepler-1416,Kepler-1416 b,1,1.49514952,0.00001069,-0.00001069,0,,,,,,,,,,807.00,313.09,-139.18,0,,,,,,,,,0.880,0.330,-0.140,0,0.95 m Kepler Telescope,0,2016,2016-05-10
1945,Kepler-1417,Kepler-1417 b,1,20.35052130,0.00030370,-0.00030370,0,,,,,,,,,,656.00,130.47,-63.31,0,,,,,,,,,1.000,0.200,-0.110,0,0.95 m Kepler Telescope,0,2016,2016-05-10
1946,Kepler-1418,Kepler-1418 b,1,22.47644250,0.00017470,-0.00017470,0,,,,,,,,,,499.00,20.11,-25.12,0,,,,,,,,,1.660,0.080,-0.140,0,0.95 m Kepler Telescope,0,2016,2016-05-10
1947,Kepler-1419,Kepler-1419 b,1,42.52158950,0.00050320,-0.00050320,0,,,,,,,,,,1444.00,324.63,-153.28,0,,,,,,,,,2.860,0.660,-0.290,0,0.95 m Kepler Telescope,0,2016,2016-05-10
1948,Kepler-142,Kepler-142 b,3,2.02415200,0.00000300,-0.00000300,0,,,,,,,,,,557.51,4.20,-4.20,0,,,,,,,,,1.990,0.390,-0.390,0,0.95 m Kepler Telescope,0,2014,2014-05-14
1949,Kepler-142,Kepler-142 c,3,4.76170200,0.00000500,-0.00000500,0,,,,,,,,,,557.51,4.20,-4.20,0,,,,,,,,,2.860,0.550,-0.550,0,0.95 m Kepler Telescope,0,2014,2014-05-14
1950,Kepler-142,Kepler-142 d,3,41.80911800,0.00056200,-0.00056200,0,,,,,,,,,,557.51,4.20,-4.20,0,,,,,,,,,2.160,0.470,-0.470,0,0.95 m Kepler Telescope,0,2014,2014-05-14
1951,Kepler-1420,Kepler-1420 b,1,6.69960006,0.00004500,-0.00004500,0,,,,,,,,,,923.00,91.97,-74.02,0,,,,,,,,,1.280,0.140,-0.120,0,0.95 m Kepler Telescope,0,2016,2016-05-10
1952,Kepler-1421,Kepler-1421 b,1,6.91311120,0.00014000,-0.00014000,0,,,,,,,,,,675.00,138.30,-77.28,0,,,,,,,,,0.930,0.200,-0.110,0,0.95 m Kepler Telescope,0,2016,2016-05-10
1953,Kepler-1422,Kepler-1422 b,1,18.60519420,0.00032460,-0.00032460,0,,,,,,,,,,2081.00,406.21,-275.56,0,,,,,,,,,2.020,0.410,-0.270,0,0.95 m Kepler Telescope,0,2016,2016-05-10
1954,Kepler-1423,Kepler-1423 b,1,23.95537800,0.00017290,-0.00017290,0,,,,,,,,,,449.00,21.55,-24.68,0,,,,,,,,,1.060,0.090,-0.070,0,0.95 m Kepler Telescope,0,2016,2016-05-10
1955,Kepler-1424,Kepler-1424 b,1,29.60917440,0.00030020,-0.00030020,0,,,,,,,,,,620.00,82.04,-55.36,0,,,,,,,,,1.160,0.160,-0.120,0,0.95 m Kepler Telescope,0,2016,2016-05-10
1956,Kepler-1425,Kepler-1425 b,1,14.45413020,0.00016210,-0.00016210,0,,,,,,,,,,499.00,87.54,-51.52,0,,,,,,,,,0.940,0.190,-0.130,0,0.95 m Kepler Telescope,0,2016,2016-05-10
1957,Kepler-1426,Kepler-1426 b,1,14.25632270,0.00019400,-0.00019400,0,,,,,,,,,,1211.00,248.18,-116.71,0,,,,,,,,,1.560,0.330,-0.170,0,0.95 m Kepler Telescope,0,2016,2016-05-10
1958,Kepler-1427,Kepler-1427 b,1,0.96897238,0.00000677,-0.00000677,0,,,,,,,,,,1220.00,249.85,-130.00,0,,,,,,,,,1.100,0.240,-0.120,0,0.95 m Kepler Telescope,0,2016,2016-05-10
1959,Kepler-1428,Kepler-1428 b,1,10.67607169,0.00006093,-0.00006093,0,,,,,,,,,,802.00,56.47,-47.66,0,,,,,,,,,1.640,0.140,-0.100,0,0.95 m Kepler Telescope,0,2016,2016-05-10
1960,Kepler-1429,Kepler-1429 b,1,4.48487493,0.00004558,-0.00004558,0,,,,,,,,,,1156.00,306.01,-113.56,0,,,,,,,,,1.290,0.350,-0.140,0,0.95 m Kepler Telescope,0,2016,2016-05-10
1961,Kepler-143,Kepler-143 b,2,16.00758300,0.00009300,-0.00009300,0,,,,,,,,,,828.71,11.66,-11.66,0,,,,,,,,,2.410,0.600,-0.600,0,0.95 m Kepler Telescope,0,2014,2014-05-14
1962,Kepler-143,Kepler-143 c,2,27.08251100,0.00016900,-0.00016900,0,,,,,,,,,,828.71,11.66,-11.66,0,,,,,,,,,3.370,0.840,-0.840,0,0.95 m Kepler Telescope,0,2014,2014-05-14
1963,Kepler-1430,Kepler-1430 b,1,2.46050993,0.00001273,-0.00001273,0,,,,,,,,,,541.00,22.62,-31.36,0,,,,,,,,,1.180,0.090,-0.080,0,0.95 m Kepler Telescope,0,2016,2016-05-10
1964,Kepler-1431,Kepler-1431 b,1,5.86601526,0.00004724,-0.00004724,0,,,,,,,,,,1270.00,358.35,-125.08,0,,,,,,,,,1.470,0.420,-0.160,0,0.95 m Kepler Telescope,0,2016,2016-05-10
1965,Kepler-1432,Kepler-1432 b,1,23.91090110,0.00027030,-0.00027030,0,,,,,,,,,,1552.00,404.13,-185.52,0,,,,,,,,,2.220,0.690,-0.300,0,0.95 m Kepler Telescope,0,2016,2016-05-10
1966,Kepler-1433,Kepler-1433 b,1,4.13592271,0.00002888,-0.00002888,0,,,,,,,,,,1328.00,370.22,-149.10,0,,,,,,,,,1.560,0.450,-0.180,0,0.95 m Kepler Telescope,0,2016,2016-05-10
1967,Kepler-1434,Kepler-1434 b,1,8.05333618,0.00008907,-0.00008907,0,,,,,,,,,,680.00,121.44,-113.48,0,,,,,,,,,1.110,0.210,-0.200,0,0.95 m Kepler Telescope,0,2016,2016-05-10
1968,Kepler-1435,Kepler-1435 b,1,4.45343281,0.00003591,-0.00003591,0,,,,,,,,,,681.00,90.33,-60.18,0,,,,,,,,,0.860,0.120,-0.090,0,0.95 m Kepler Telescope,0,2016,2016-05-10
1969,Kepler-1436,Kepler-1436 b,1,9.70571600,0.00016380,-0.00016380,0,,,,,,,,,,1142.00,300.54,-154.02,0,,,,,,,,,1.310,0.350,-0.180,0,0.95 m Kepler Telescope,0,2016,2016-05-10
1970,Kepler-1437,Kepler-1437 b,1,10.92954610,0.00011720,-0.00011720,0,,,,,,,,,,1182.00,146.29,-83.05,0,,,,,,,,,1.370,0.170,-0.130,0,0.95 m Kepler Telescope,0,2016,2016-05-10
1971,Kepler-1438,Kepler-1438 b,1,2.31942009,0.00001702,-0.00001702,0,,,,,,,,,,866.00,171.03,-70.22,0,,,,,,,,,0.940,0.190,-0.100,0,0.95 m Kepler Telescope,0,2016,2016-05-10
1972,Kepler-1439,Kepler-1439 b,1,8.07392849,0.00004784,-0.00004784,0,,,,,,,,,,215.00,25.76,-30.65,0,,,,,,,,,1.460,0.140,-0.210,0,0.95 m Kepler Telescope,0,2016,2016-05-10
1973,Kepler-144,Kepler-144 b,2,5.88527300,0.00002000,-0.00002000,0,,,,,,,,,,389.22,3.28,-3.28,0,,,,,,,,,1.330,0.260,-0.260,0,0.95 m Kepler Telescope,0,2014,2014-05-14
1974,Kepler-144,Kepler-144 c,2,10.10466500,0.00004300,-0.00004300,0,,,,,,,,,,389.22,3.28,-3.28,0,,,,,,,,,1.350,0.260,-0.260,0,0.95 m Kepler Telescope,0,2014,2014-05-14
1975,Kepler-1440,Kepler-1440 b,1,39.85948400,0.00103400,-0.00103400,0,,,,,,,,,,685.00,123.93,-52.01,0,,,,,,,,,1.260,0.230,-0.140,0,0.95 m Kepler Telescope,0,2016,2016-05-10
1976,Kepler-1441,Kepler-1441 b,1,39.44198390,0.00053270,-0.00053270,0,,,,,,,,,,751.00,121.64,-75.61,0,,,,,,,,,1.310,0.220,-0.130,0,0.95 m Kepler Telescope,0,2016,2016-05-10
1977,Kepler-1442,Kepler-1442 b,1,81.41629410,0.00020260,-0.00020260,0,,,,,,,,,,525.00,45.34,-35.57,0,,,,,,,,,3.930,0.410,-0.290,0,0.95 m Kepler Telescope,0,2016,2016-05-10
1978,Kepler-1443,Kepler-1443 b,1,2.41811321,0.00001443,-0.00001443,0,,,,,,,,,,475.00,44.73,-34.36,0,,,,,,,,,0.970,0.220,-0.090,0,0.95 m Kepler Telescope,0,2016,2016-05-10
1979,Kepler-1444,Kepler-1444 b,1,33.42035034,0.00009305,-0.00009305,0,,,,,,,,,,340.00,39.28,-27.14,0,,,,,,,,,2.180,0.410,-0.190,0,0.95 m Kepler Telescope,0,2016,2016-05-10
1980,Kepler-1445,Kepler-1445 b,1,10.60052251,0.00009265,-0.00009265,0,,,,,,,,,,482.00,98.61,-59.40,0,,,,,,,,,0.960,0.200,-0.130,0,0.95 m Kepler Telescope,0,2016,2016-05-10
1981,Kepler-1446,Kepler-1446 b,1,0.68996783,0.00000050,-0.00000050,0,,,,,,,,,,162.00,3.62,-3.40,0,,,,,,,,,0.820,0.040,-0.020,0,0.95 m Kepler Telescope,0,2016,2016-05-10
1982,Kepler-1447,Kepler-1447 b,1,56.67472850,0.00039780,-0.00039780,0,,,,,,,,,,871.00,144.68,-70.99,0,,,,,,,,,2.900,0.500,-0.240,0,0.95 m Kepler Telescope,0,2016,2016-05-10
1983,Kepler-1448,Kepler-1448 b,1,12.27065865,0.00005885,-0.00005885,0,,,,,,,,,,786.00,100.86,-74.56,0,,,,,,,,,1.610,0.210,-0.160,0,0.95 m Kepler Telescope,0,2016,2016-05-10
1984,Kepler-1449,Kepler-1449 b,1,13.22745280,0.00014470,-0.00014470,0,,,,,,,,,,1321.00,278.12,-136.23,0,,,,,,,,,1.680,0.370,-0.180,0,0.95 m Kepler Telescope,0,2016,2016-05-10
1985,Kepler-145,Kepler-145 b,2,22.95100000,,,0,,,,,,,,,Mass,576.15,8.47,-8.47,0,,,,,37.10000,11.60000,-11.60000,0,2.650,0.080,-0.080,0,0.95 m Kepler Telescope,0,2013,2014-05-14
1986,Kepler-145,Kepler-145 c,2,42.88200000,,,0,,,,,,,,,Mass,576.15,8.47,-8.47,0,,,,,79.40000,16.40000,-16.40000,0,4.320,0.120,-0.120,0,0.95 m Kepler Telescope,0,2013,2014-05-14
